ZT56,dawn,0,0,116.3756042,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,3696.517711,0,2114.350915,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,534.5224642,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT56,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,1007.315034,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT60,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT64,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
ZT68,dusk,0,0,0,0,0,0,0
