PlantID,Species,Year,Region,Population,TREATMENT
11MGo017,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo018,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo019,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo020,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo021,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo022,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo023,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo024,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo025,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo026,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo027,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo028,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo029,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo030,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo031,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo032,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo033,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo034,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo035,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo036,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo037,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo038,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo039,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo040,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo041,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo042,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo043,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo044,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo045,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo046,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo047,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo048,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo049,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo050,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo051,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo052,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo053,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo054,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo055,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo056,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo057,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo058,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo059,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo060,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo061,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo062,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo063,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo064,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo065,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo066,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo067,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo068,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo069,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo070,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo071,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo072,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo073,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo074,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo075,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo076,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo077,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo078,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo079,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo080,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo081,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo082,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo083,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo084,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo085,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo086,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo088,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo089,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo090,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo091,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo092,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo093,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo094,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo096,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo097,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo098,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo099,Godoratissima,2011,mountain,Muenstertal,CONTROL
11CGo001,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo002,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo003,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo004,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo005,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo007,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo008,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo009,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo010,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo011,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo012,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo013,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo014,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo015,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo016,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo017,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo018,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo019,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo020,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo021,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo022,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo023,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo024,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo025,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo026,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo027,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo028,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo029,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo030,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo031,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo032,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo033,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo034,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo035,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo036,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo037,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo038,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo039,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo040,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo041,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo042,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo043,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo044,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo045,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo046,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo047,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo048,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo049,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo050,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo051,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo052,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo053,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo054,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo055,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo056,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo057,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo058,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo059,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo060,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo061,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo062,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo063,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo064,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo066,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo067,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo068,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo069,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo070,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo071,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo072,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo073,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo074,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo075,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo076,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo077,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo078,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo079,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo080,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo081,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo082,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo083,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo084,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo085,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo086,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo087,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo088,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo089,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo090,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo091,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo092,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo093,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo094,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo095,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo096,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo097,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo098,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo099,Godoratissima,2011,mountain,Corviglia,CONTROL
11CGo100,Godoratissima,2011,mountain,Corviglia,CONTROL
